Date,SPHIX,MLUHYCL(PI),LHMUN1Y(P),FMNDX,FBNDX,LBUSTRUU.Index.x,FCSTX,LMBITR.Index,LFRAMBS(P),FMSFX
5/23/16,7.9,69.006,105.51,10.01,7.99,103.848955,10.76,110.32833,104.511,11.29
5/24/16,7.88,69.006,105.51,10.01,7.96,103.527539,10.75,110.19792,104.511,11.31
5/25/16,7.85,69.003,105.52,10.01,7.96,103.994377,10.74,110.19379,104.581,11.32
5/26/16,7.8,69.15,105.47,10.02,7.96,103.940241,10.73,110.20211,104.371,11.31
5/27/16,7.72,69.167,105.46,10.02,7.96,103.991145,10.73,110.00471,104.423,11.33
5/31/16,7.71,69.197,105.45,10.02,7.91,104.144302,10.71,110.0108,104.61,11.32
6/1/16,7.61,69.197,105.45,10.02,7.92,104.208413,10.71,109.85477,104.61,11.33
6/2/16,7.65,68.915,105.71,10.02,7.93,104.030408,10.71,109.75652,104.725,11.33
6/3/16,7.72,69.123,105.7,10.02,7.93,104.383778,10.71,109.66469,104.718,11.32
6/6/16,7.73,69.109,105.7,10.02,7.93,103.892316,10.72,109.53975,104.961,11.33
6/7/16,7.74,68.833,105.69,10.02,7.92,103.664069,10.72,109.53551,105.054,11.34
6/8/16,7.75,68.895,105.71,10.02,7.92,103.862051,10.72,109.62545,105.142,11.34
6/10/16,7.77,68.667,105.72,10.02,7.92,103.757131,10.73,109.59029,105.094,11.35
6/14/16,7.79,68.529,105.72,10.02,7.98,103.332313,10.74,109.57568,105.259,11.37
6/15/16,7.77,68.231,105.71,10.02,7.96,103.934801,10.75,109.55872,105.293,11.35
6/16/16,7.73,67.829,105.7,10.02,7.98,103.961344,10.76,109.53514,105.212,11.37
6/17/16,7.7,67.056,105.7,10.02,7.99,103.606339,10.76,109.51812,105.388,11.37
6/20/16,7.69,67.056,105.7,10.02,8.01,103.777561,10.76,109.55138,105.388,11.37
6/21/16,7.66,67.05,105.69,10.02,7.99,104.268983,10.76,109.6902,105.331,11.37
6/22/16,7.57,66.083,105.7,10.02,7.96,104.463527,10.75,109.72679,105.448,11.38
6/23/16,7.52,66.393,105.68,10.02,7.98,104.601796,10.75,109.69079,105.404,11.39
6/24/16,7.56,67.035,105.67,10.02,7.98,104.116938,10.75,109.69387,105.352,11.4
6/27/16,7.47,67.144,105.66,10.02,7.99,103.565236,10.75,109.76388,105.402,11.41
6/28/16,7.51,67.217,105.65,10.03,8.02,103.528406,10.75,109.73874,105.477,11.38
6/29/16,7.54,67.32,105.63,10.03,8,103.675589,10.75,109.90957,105.472,11.38
6/30/16,7.61,67.473,105.63,10.02,8.01,103.905385,10.76,109.97446,105.597,11.37
7/5/16,7.63,67.682,105.68,10.02,8.02,103.887656,10.75,110.1725,105.732,11.39
7/7/16,7.62,67.539,105.86,10.02,8.02,103.937884,10.75,110.25175,105.634,11.39
7/8/16,7.64,67.185,105.86,10.02,8,103.771783,10.75,110.27637,105.889,11.38
7/11/16,7.63,67.019,105.85,10.02,8,103.922668,10.74,110.56084,105.826,11.38
7/12/16,7.62,67.081,105.89,10.03,8.01,104.000461,10.74,110.56948,105.862,11.38
7/13/16,7.65,66.85,105.89,10.03,8.02,104.16351,10.74,110.77489,105.816,11.39
7/14/16,7.71,65.989,105.88,10.03,8.02,104.125804,10.74,110.79158,105.953,11.38
7/15/16,7.73,65.641,105.87,10.03,8.02,104.260326,10.74,110.76152,106.006,11.38
7/19/16,7.78,65.83,105.83,10.03,8.03,104.185725,10.74,110.70015,106.086,11.37
7/20/16,7.84,65.078,105.84,10.03,8.01,104.065465,10.74,110.71561,106.229,11.36
7/21/16,7.87,65.429,105.84,10.03,8.01,104.123415,10.74,110.7177,105.885,11.37
7/22/16,7.91,65.429,105.84,10.03,7.98,104.409953,10.73,110.78217,105.885,11.36
7/25/16,7.92,65.737,105.89,10.03,7.99,104.70173,10.73,110.80307,105.893,11.35
7/26/16,7.92,66.244,105.86,10.03,8.01,104.364591,10.73,110.83358,105.84,11.36
7/27/16,7.91,66.51,105.85,10.03,8.01,104.089302,10.73,110.83674,105.994,11.34
7/28/16,7.94,66.328,105.83,10.03,7.98,104.223708,10.73,110.63852,105.987,11.34
7/29/16,8,66.628,105.82,10.03,7.96,104.45709,10.72,110.60119,105.913,11.33
8/1/16,8.01,66.614,105.81,10.03,7.96,104.154985,10.71,110.59098,105.918,11.34
8/2/16,7.98,66.423,105.77,10.02,7.94,104.616436,10.71,110.53383,105.923,11.33
8/3/16,7.97,66.786,105.76,10.02,7.93,104.585875,10.71,110.57973,105.969,11.36
8/4/16,8.02,67.254,105.74,10.02,7.92,104.290545,10.7,110.70605,105.827,11.37
8/5/16,8.07,67.585,105.73,10.02,7.9,104.236854,10.69,110.73281,105.879,11.37
8/8/16,8.08,68.137,105.88,10.03,7.91,104.435904,10.69,110.96089,105.787,11.35
8/9/16,8.08,68.546,105.84,10.03,7.93,104.216176,10.7,110.97149,105.779,11.34
8/10/16,8.07,68.753,105.81,10.03,7.89,104.540769,10.69,111.00933,105.873,11.35
8/12/16,8.02,69.219,105.78,10.03,7.88,104.685349,10.69,111.07041,105.773,11.34
8/16/16,8.01,69.4,105.74,10.03,7.88,104.775974,10.68,111.09304,105.668,11.34
8/17/16,7.99,69.322,105.72,10.03,7.89,104.897267,10.68,111.10636,105.786,11.38
8/18/16,8.02,69.184,105.68,10.03,7.92,104.234143,10.68,111.19137,105.561,11.38
8/19/16,8.05,69.396,105.64,10.03,7.89,104.052696,10.67,111.19247,105.55,11.39
8/22/16,8.05,69.921,105.62,10.03,7.87,104.161744,10.67,111.23755,105.503,11.4
8/23/16,8.06,70.063,105.6,10.03,7.88,104.064452,10.66,111.24082,105.544,11.39
8/24/16,8.04,69.831,105.62,10.03,7.89,104.124698,10.66,111.29453,105.466,11.4
8/25/16,8.06,69.735,105.57,10.03,7.89,104.001913,10.66,111.04691,105.664,11.39
8/26/16,8.06,70.168,105.56,10.03,7.91,104.169019,10.66,110.98485,105.81,11.4
8/29/16,8.08,70.569,105.55,10.03,7.91,104.341174,10.66,110.9746,105.824,11.4
8/30/16,8.09,70.642,105.54,10.03,7.91,104.022867,10.67,110.9638,105.638,11.4
8/31/16,8.1,70.548,105.5,10.03,7.92,104.168632,10.67,110.87279,105.521,11.4
9/1/16,8.16,70.431,105.48,10.03,7.89,103.973279,10.67,110.79238,105.637,11.4
9/2/16,8.17,69.997,105.48,10.03,7.87,104.148854,10.66,110.77598,105.542,11.39
9/6/16,8.17,69.997,105.48,10.03,7.84,104.183676,10.65,110.7301,105.542,11.4
9/7/16,8.17,69.882,105.48,10.03,7.85,103.645283,10.65,110.7614,105.545,11.4
9/8/16,8.21,69.654,105.46,10.03,7.82,103.578978,10.64,110.80418,105.804,11.39
9/9/16,8.26,69.983,105.43,10.03,7.82,104.090885,10.64,110.86419,105.807,11.38
9/12/16,8.27,70.158,105.42,10.03,7.81,104.484112,10.64,111.02407,105.95,11.37
9/14/16,8.27,70.136,105.62,10.03,7.79,104.027267,10.63,111.02562,106.053,11.37
9/15/16,8.25,70.218,105.55,10.03,7.82,104.428362,10.64,111.10404,106.025,11.37
9/20/16,8.26,70.027,105.57,10.03,7.82,104.336881,10.64,111.15858,106.078,11.36
9/21/16,8.29,70.245,105.55,10.03,7.81,104.40826,10.65,111.38684,105.989,11.37
9/23/16,8.32,70.187,105.54,10.03,7.83,104.159709,10.65,111.59218,106.086,11.39
9/26/16,8.31,70.365,105.54,10.03,7.83,104.421517,10.65,111.60175,106.092,11.4
9/27/16,8.31,70.48,105.53,10.03,7.82,104.522777,10.65,111.76328,106.17,11.39
9/28/16,8.27,70.721,105.5,10.03,7.84,104.490126,10.66,111.80049,106.047,11.4
9/29/16,8.25,71.202,105.47,10.03,7.81,104.611877,10.66,112.00351,106.08,11.4
9/30/16,8.25,71.382,105.46,10.03,7.8,104.893654,10.65,111.96147,106.053,11.41
10/3/16,8.22,71.387,105.45,10.03,7.81,104.601515,10.65,111.7814,106.089,11.42
10/4/16,8.21,71.352,105.45,10.03,7.8,104.750118,10.66,111.7224,106.052,11.42
10/5/16,8.22,71.795,105.44,10.03,7.77,104.696238,10.66,111.67595,106.013,11.42
10/6/16,8.24,72.091,105.42,10.03,7.81,104.461098,10.67,111.55572,105.843,11.42
10/7/16,8.24,72.133,105.41,10.03,7.8,104.51746,10.67,112.30197,105.792,11.42
10/13/16,8.23,72.104,105.4,10.03,7.79,104.68548,10.66,112.57587,105.71,11.43
10/14/16,8.25,71.999,105.39,10.04,7.8,105.05942,10.66,112.47576,105.679,11.41
10/17/16,8.26,72.098,105.39,10.04,7.82,104.842067,10.68,112.41528,105.618,11.41
10/18/16,8.26,72.294,105.35,10.04,7.83,104.848701,10.69,112.39525,105.733,11.38
10/19/16,8.22,72.601,105.34,10.04,7.84,104.815287,10.69,112.57105,105.846,11.39
10/20/16,8.25,72.557,105.33,10.04,7.81,104.602865,10.69,112.75727,105.901,11.39
10/21/16,8.25,72.551,105.55,10.04,7.78,104.810527,10.68,112.79181,105.902,11.39
10/24/16,8.28,72.281,105.55,10.04,7.77,104.910184,10.68,112.71719,106.046,11.38
10/25/16,8.32,72.113,105.53,10.04,7.78,104.646714,10.68,112.70487,106.022,11.38
10/26/16,8.33,72.082,105.52,10.04,7.8,104.774421,10.68,112.65542,106.107,11.39
10/27/16,8.33,71.832,105.51,10.04,7.8,104.896048,10.68,112.44132,106.101,11.38
10/28/16,8.33,71.775,105.49,10.04,7.8,104.550157,10.68,112.43681,106.146,11.39
11/1/16,8.32,71.921,105.48,10.04,7.79,104.126821,10.68,112.30915,106.133,11.39
11/2/16,8.32,72.114,105.46,10.04,7.79,104.231047,10.69,112.13708,106.17,11.4
11/4/16,8.32,72.14,105.45,10.04,7.79,104.157602,10.69,112.13468,106.133,11.43
11/7/16,8.35,72.071,105.45,10.04,7.8,103.986915,10.69,112.13149,106.195,11.42
11/8/16,8.37,72.195,105.5,10.04,7.8,103.907158,10.69,112.08171,106.08,11.42
11/9/16,8.4,72.28,105.48,10.04,7.8,103.824037,10.7,112.02606,106.016,11.42
11/10/16,8.39,72.252,105.45,10.04,7.79,103.370672,10.69,112.04877,105.684,11.43
11/11/16,8.36,71.949,105.43,10.04,7.79,103.287794,10.69,112.09934,105.85,11.43
11/15/16,8.33,72.147,105.41,10.04,7.8,103.387505,10.69,112.12737,105.85,11.44
11/16/16,8.28,72.184,105.4,10.04,7.82,103.333208,10.69,112.24716,105.804,11.43
11/17/16,8.29,72.356,105.37,10.04,7.83,103.503449,10.69,112.29789,105.745,11.45
11/18/16,8.26,72.548,105.32,10.04,7.81,103.506054,10.69,112.33552,105.679,11.45
11/21/16,8.28,72.629,105.3,10.04,7.79,103.591307,10.68,112.39335,105.814,11.44
11/22/16,8.33,72.625,105.29,10.04,7.79,103.566927,10.68,112.25046,105.797,11.43
11/25/16,8.33,72.625,105.29,10.04,7.8,103.698445,10.69,112.25734,105.797,11.42
11/28/16,8.34,72.677,105.28,10.04,7.78,103.574717,10.69,112.39624,105.803,11.43
11/29/16,8.37,72.519,105.58,10.04,7.8,103.594249,10.69,112.29113,105.871,11.42
11/30/16,8.27,72.59,105.58,10.04,7.79,103.60474,10.69,112.25664,105.902,11.45
12/1/16,8.2,72.664,105.57,10.04,7.78,103.640556,10.69,112.2623,106.165,11.47
12/2/16,8.22,72.897,105.56,10.04,7.78,103.657162,10.69,112.35425,106.096,11.47
12/5/16,8.29,73.15,105.58,10.04,7.79,103.688778,10.69,112.33006,106.121,11.46
12/6/16,8.32,73.431,105.55,10.03,7.77,104.079038,10.68,112.45002,106.127,11.47
12/7/16,8.35,73.409,105.54,10.03,7.79,103.992461,10.68,112.44329,106.189,11.48
12/8/16,8.35,73.203,105.54,10.03,7.8,103.215876,10.69,112.41442,106.23,11.5
12/9/16,8.35,73.001,105.53,10.03,7.8,103.499213,10.7,112.41846,106.252,11.49
12/12/16,8.38,72.598,105.53,10.03,7.79,103.747421,10.71,112.47821,106.239,11.49
12/13/16,8.42,72.701,105.58,10.03,7.77,103.5959,10.7,112.36484,106.308,11.49
12/14/16,8.48,72.369,105.6,10.03,7.74,103.719339,10.69,112.4151,106.35,11.48
12/15/16,8.53,72.573,105.6,10.03,7.76,103.527706,10.69,112.44554,106.214,11.47
12/16/16,8.5,73.04,105.56,10.03,7.76,103.931577,10.69,112.43996,106.123,11.48
12/19/16,8.53,72.999,105.56,10.03,7.75,103.401184,10.69,112.4202,106.044,11.47
12/20/16,8.52,73.162,105.51,10.04,7.76,103.214173,10.69,112.43247,106.011,11.46
12/21/16,8.52,73.394,105.5,10.04,7.75,103.119894,10.68,112.43751,105.986,11.46
12/22/16,8.52,72.575,105.6,10.04,7.77,103.371479,10.68,112.38736,106.275,11.47
12/28/16,8.53,72.113,105.6,10.04,7.77,103.519394,10.68,112.28811,106.441,11.46
12/29/16,8.54,72.297,105.6,10.04,7.75,103.474499,10.68,112.21723,106.416,11.46
12/30/16,8.54,72.835,105.55,10.04,7.77,103.237251,10.67,112.22035,106.375,11.46
1/4/17,8.54,73.047,105.54,10.04,7.75,103.11072,10.67,112.27635,106.447,11.45
1/5/17,8.52,73.312,106.15,10.04,7.76,103.187625,10.67,112.18053,106.616,11.45
1/6/17,8.5,73.312,106.15,10.04,7.76,102.863213,10.67,112.01042,106.616,11.47
1/10/17,8.49,73.347,106.16,10.04,7.73,102.91381,10.67,111.90485,106.747,11.47
1/11/17,8.48,73.33,106.12,10.04,7.72,103.101911,10.66,111.69885,106.674,11.49
1/12/17,8.48,73.626,106.11,10.04,7.76,103.236342,10.67,111.63579,106.637,11.48
1/13/17,8.46,73.983,106.1,10.04,7.78,103.20778,10.69,111.50665,106.668,11.47
1/17/17,8.46,74.419,106.08,10.04,7.74,103.568391,10.69,111.481,106.591,11.47
1/18/17,8.5,74.822,106.07,10.04,7.75,103.638154,10.69,111.48411,106.495,11.49
1/19/17,8.53,74.624,106.03,10.05,7.75,103.739374,10.69,111.47004,106.552,11.47
1/20/17,8.55,74.793,106.02,10.05,7.74,103.612599,10.7,111.40618,106.473,11.46
1/23/17,8.59,74.76,106.04,10.05,7.72,103.889243,10.71,111.52219,106.364,11.48
1/24/17,8.6,74.735,106.04,10.05,7.72,103.995887,10.71,111.59705,106.356,11.49
1/25/17,8.59,74.739,106.02,10.05,7.72,103.755289,10.72,111.61409,106.42,11.47
1/27/17,8.6,74.822,105.99,10.05,7.73,104.018982,10.72,111.7047,106.378,11.48
2/1/17,8.62,74.879,105.98,10.05,7.73,103.948703,10.72,111.69873,106.346,11.47
2/2/17,8.63,74.883,105.97,10.05,7.74,104.076783,10.73,111.65474,106.308,11.46
2/3/17,8.63,74.858,105.96,10.05,7.74,103.900079,10.73,111.55542,106.209,11.47
2/6/17,8.64,74.696,105.98,10.05,7.75,103.813633,10.73,111.4753,106.177,11.48
2/7/17,8.63,74.65,105.99,10.05,7.76,103.872476,10.73,111.35381,106.295,11.47
2/8/17,8.63,74.562,106,10.05,7.75,103.973653,10.73,111.1921,106.335,11.47
2/9/17,8.64,74.483,106,10.05,7.76,103.944473,10.73,110.99401,106.462,11.47
2/10/17,8.65,74.434,106.47,10.05,7.77,104.016142,10.73,110.85492,106.523,11.47
2/13/17,8.65,74.273,106.47,10.05,7.77,104.278598,10.73,110.69342,106.422,11.47
2/14/17,8.65,74.3,106.43,10.05,7.79,104.091335,10.73,110.50211,106.427,11.46
2/15/17,8.65,74.578,106.43,10.05,7.78,104.548565,10.73,110.47837,106.554,11.47
2/16/17,8.66,74.807,106.41,10.05,7.78,104.452696,10.73,110.32065,106.416,11.47
2/17/17,8.66,74.956,106.41,10.05,7.78,104.51104,10.73,110.32128,106.401,11.47
2/21/17,8.65,75.205,106.4,10.05,7.76,104.543737,10.73,110.31689,106.501,11.47
2/22/17,8.66,75.248,106.36,10.05,7.78,104.966189,10.73,110.22999,106.593,11.47
2/23/17,8.67,75.263,106.35,10.05,7.79,104.903169,10.73,110.32363,106.444,11.48
2/27/17,8.67,75.32,106.34,10.05,7.77,105.020583,10.73,110.37909,106.518,11.49
2/28/17,8.68,75.443,106.38,10.05,7.78,105.146842,10.73,110.38303,106.417,11.48
3/1/17,8.65,75.541,106.38,10.05,7.78,104.64685,10.74,110.35163,106.347,11.46
3/2/17,8.63,75.549,106.34,10.05,7.76,104.596108,10.74,110.05474,106.413,11.47
3/3/17,8.6,75.614,106.35,10.05,7.74,104.410109,10.73,110.11355,106.495,11.46
3/6/17,8.6,75.611,106.32,10.05,7.75,104.744276,10.73,110.18747,106.365,11.47
3/7/17,8.59,75.596,106.31,10.05,7.74,104.745299,10.73,110.188,106.37,11.47
3/8/17,8.58,75.702,106.29,10.05,7.73,104.729475,10.72,110.26478,106.39,11.47
3/9/17,8.59,75.715,106.24,10.05,7.73,104.834998,10.72,110.32708,106.394,11.46
3/10/17,8.59,75.683,106.23,10.05,7.73,104.825184,10.72,110.38221,106.381,11.46
3/14/17,8.6,75.712,106.21,10.05,7.69,105.055178,10.7,110.37864,106.232,11.47
3/15/17,8.65,75.722,106.21,10.05,7.68,104.718884,10.69,110.36091,106.364,11.48
3/16/17,8.66,75.782,106.18,10.05,7.68,104.825251,10.69,109.65001,106.357,11.48
3/17/17,8.64,75.731,106.06,10.05,7.67,104.516879,10.69,109.21635,106.36,11.49
3/21/17,8.63,75.673,106.2,10.05,7.67,104.543241,10.69,108.03455,106.444,11.49
3/22/17,8.65,75.714,106.13,10.04,7.67,104.701172,10.69,107.74769,106.413,11.49
3/23/17,8.66,75.714,106.13,10.04,7.67,104.482136,10.69,107.49293,106.413,11.49
3/24/17,8.68,75.817,106.07,10.04,7.68,104.440591,10.7,107.40312,106.549,11.48
3/27/17,8.68,75.869,106.05,10.04,7.68,104.765968,10.7,107.23704,106.6,11.48
3/28/17,8.69,75.895,106.02,10.04,7.68,104.514644,10.71,107.05132,106.476,11.47
3/29/17,8.7,75.589,105.99,10.04,7.67,104.430064,10.71,106.85762,106.332,11.47
3/30/17,8.7,75.388,105.97,10.04,7.67,104.32575,10.71,106.63921,106.357,11.46
3/31/17,8.7,75.14,105.93,10.04,7.67,104.473087,10.71,106.66972,106.306,11.46
4/3/17,8.7,75.105,105.9,10.04,7.67,104.464345,10.71,106.547,106.433,11.45
4/5/17,8.7,75.107,105.87,10.04,7.67,104.651418,10.71,106.2024,106.446,11.45
4/6/17,8.69,75.013,105.87,10.04,7.68,104.892175,10.71,105.73261,106.426,11.45
4/7/17,8.67,75.07,105.84,10.04,7.7,105.071702,10.72,105.31279,106.348,11.46
4/10/17,8.69,75.093,105.82,10.04,7.69,104.816504,10.72,105.39309,106.325,11.45
4/11/17,8.69,75.189,105.76,10.04,7.64,104.78715,10.71,105.57196,106.401,11.46
4/12/17,8.71,75.593,105.75,10.04,7.65,105.122179,10.71,105.91262,106.5,11.47
4/13/17,8.73,75.596,105.73,10.04,7.65,104.941767,10.71,106.68527,106.488,11.47
4/18/17,8.74,75.492,105.72,10.04,7.64,105.344531,10.72,106.66821,106.578,11.46
4/19/17,8.74,75.454,105.71,10.04,7.64,105.299007,10.72,106.634,106.593,11.47
4/20/17,8.75,75.56,105.66,10.04,7.63,105.554859,10.72,106.50951,106.559,11.46
4/21/17,8.75,75.718,105.66,10.04,7.63,105.572946,10.73,106.46476,106.548,11.46
4/24/17,8.72,75.811,105.63,10.04,7.59,105.63899,10.72,106.49292,106.46,11.45
4/26/17,8.69,75.854,105.87,10.04,7.58,105.876167,10.72,105.88175,106.57,11.44
4/27/17,8.66,75.926,105.84,10.04,7.58,105.737754,10.71,105.89838,106.445,11.45
4/28/17,8.63,76.012,105.8,10.04,7.59,106.055004,10.71,106.06451,106.405,11.45
5/2/17,8.59,76.042,105.77,10.04,7.59,105.874333,10.72,106.07696,106.348,11.45
5/8/17,8.56,76.053,105.75,10.04,7.59,105.900523,10.72,106.15767,106.317,11.46
5/9/17,8.57,76.053,105.75,10.04,7.58,105.666666,10.72,106.22999,106.317,11.46
5/10/17,8.54,76.035,105.74,10.04,7.57,105.795891,10.72,106.33387,106.204,11.46
5/11/17,8.59,75.993,105.7,10.04,7.58,105.72862,10.72,106.47329,106.177,11.45
5/12/17,8.59,75.896,105.69,10.04,7.59,105.888238,10.72,106.61241,106.279,11.44
5/15/17,8.56,76.017,105.67,10.04,7.56,105.782436,10.72,106.66489,106.192,11.38
5/16/17,8.54,76.021,105.67,10.04,7.57,105.777486,10.72,106.73202,106.207,11.35
5/17/17,8.54,76.176,105.66,10.03,7.58,105.476508,10.72,106.86732,106.26,11.36
5/18/17,8.46,76.332,105.63,10.03,7.59,105.422158,10.73,107.11455,106.254,11.3
5/19/17,8.51,76.416,105.68,10.03,7.59,105.329873,10.74,107.16971,106.265,11.31
5/22/17,8.52,76.392,105.69,10.03,7.61,105.244956,10.76,107.28535,106.269,11.32
5/23/17,8.54,76.437,105.68,10.03,7.61,105.121401,10.77,107.431,106.205,11.3
5/24/17,8.52,76.428,105.66,10.03,7.62,105.435252,10.77,107.5288,106.114,11.26
5/25/17,8.53,76.233,105.62,10.03,7.59,105.55839,10.76,107.85093,106.05,11.26
5/26/17,8.55,76.066,105.61,10.03,7.6,105.682632,10.76,107.818,105.933,11.26
5/31/17,8.55,75.898,105.6,10.02,7.61,105.813061,10.76,107.95083,105.95,11.23
6/1/17,8.55,75.643,105.61,10.02,7.59,105.845053,10.76,107.86139,105.945,11.21
6/2/17,8.56,75.325,105.81,10.02,7.59,106.005042,10.77,107.45234,106.1,11.25
6/5/17,8.55,75.061,105.81,10.02,7.58,105.863781,10.77,107.11491,106.104,11.26
6/6/17,8.56,75.051,105.83,10.01,7.57,105.933277,10.78,107.13125,106.109,11.23
6/7/17,8.56,74.957,105.83,10.01,7.57,105.939521,10.78,107.09883,106.128,11.21
6/8/17,8.57,75.32,105.82,10.01,7.58,106.048378,10.77,106.91634,106.064,11.23
6/9/17,8.58,75.279,105.78,10.01,7.58,105.858851,10.77,106.85084,105.929,11.22
6/13/17,8.62,75.066,105.7,10.02,7.59,106.087532,10.77,106.92369,105.39,11.22
6/14/17,8.66,74.84,105.66,10.02,7.59,105.82457,10.77,106.95996,105.169,11.25
6/15/17,8.67,74.84,105.66,10.02,7.6,105.782496,10.77,107.08885,105.169,11.24
6/16/17,8.68,74.099,105.48,10.02,7.61,105.150802,10.79,107.01456,104.569,11.21
6/19/17,8.69,74.478,105.46,10.02,7.6,105.364593,10.79,107.07378,104.621,11.21
6/20/17,8.7,74.498,105.39,10.02,7.62,105.302186,10.79,107.09901,104.708,11.2
6/21/17,8.7,74.61,105.37,10.02,7.61,105.292234,10.8,107.21824,104.523,11.13
6/22/17,8.67,74.487,105.34,10.02,7.61,105.214839,10.81,107.32908,104.121,11.1
6/23/17,8.68,74.59,105.27,10.02,7.61,105.169994,10.81,107.45745,104.037,11.1
6/27/17,8.68,74.827,105.22,10.01,7.61,105.459843,10.82,107.37749,104.134,11.14
6/28/17,8.68,74.834,105.16,10.01,7.59,105.393659,10.82,107.28314,103.703,11.12
6/29/17,8.69,74.834,105.16,10.01,7.61,105.418636,10.82,107.19796,103.703,11.14
6/30/17,8.7,74.828,105.16,10.01,7.6,105.435409,10.83,107.02174,103.57,11.13
7/3/17,8.71,74.894,105.13,10.01,7.57,105.599613,10.83,106.7511,103.924,11.13
7/5/17,8.7,74.837,105.07,10.01,7.57,106.10081,10.83,106.83828,104.022,11.12
7/6/17,8.7,74.94,104.98,10.01,7.57,105.999522,10.82,106.96357,103.828,11.15
7/7/17,8.71,74.934,105.1,10.01,7.6,106.075085,10.82,106.98032,103.524,11.18
7/10/17,8.71,74.97,105.1,10.01,7.6,106.143109,10.82,107.09535,103.832,11.2
7/11/17,8.73,75.105,105.11,10.01,7.61,106.291863,10.82,107.19898,103.786,11.2
7/12/17,8.77,75.325,105.13,10.01,7.62,106.435809,10.81,107.48509,103.78,11.2
7/13/17,8.79,75.623,105.17,10.01,7.61,106.492026,10.8,107.42521,103.983,11.24
7/14/17,8.8,75.722,105.17,10.01,7.63,106.437831,10.8,107.48701,103.932,11.21
7/17/17,8.79,75.841,105.17,10.01,7.62,106.541143,10.8,107.06906,103.589,11.22
7/18/17,8.8,75.925,105.15,10.01,7.64,106.674719,10.8,106.95078,103.561,11.22
7/19/17,8.79,76.019,105.15,10.01,7.63,106.390927,10.79,106.8465,103.547,11.23
7/20/17,8.78,76.005,105.15,10.01,7.64,106.22619,10.78,106.79269,103.278,11.23
7/21/17,8.79,75.686,105.04,10.01,7.66,106.107405,10.77,106.77717,102.685,11.2
7/24/17,8.79,75.646,105.04,10.01,7.66,106.140804,10.76,106.58541,102.486,11.23
7/25/17,8.78,75.684,105.05,10.01,7.66,105.92865,10.76,106.46827,102.742,11.18
7/26/17,8.77,75.711,105.04,10.01,7.68,106.528883,10.76,106.46597,102.713,11.16
7/27/17,8.77,75.776,105.01,10.01,7.66,107.088326,10.76,106.33943,102.853,11.17
7/28/17,8.77,75.822,105,10.02,7.66,107.105286,10.76,106.30794,102.758,11.2
7/31/17,8.78,75.873,105,10.02,7.67,107.097479,10.75,106.42165,102.756,11.17
8/1/17,8.8,75.873,105,10.02,7.68,107.063247,10.75,106.56127,102.756,11.14
8/2/17,8.8,75.924,105,10.02,7.67,107.371462,10.75,106.68337,102.645,11.15
8/3/17,8.81,75.959,104.98,10.02,7.69,107.868725,10.75,106.74776,102.969,11.16
8/4/17,8.81,75.989,105,10.02,7.71,107.748223,10.75,106.96607,103.249,11.16
8/7/17,8.8,76.008,104.99,10.02,7.74,107.804606,10.75,107.15512,103.534,11.17
8/8/17,8.81,76.008,104.99,10.02,7.73,107.92987,10.75,107.25446,103.534,11.17
8/9/17,8.81,76.172,105.2,10.02,7.72,107.680909,10.75,107.29542,103.502,11.18
8/10/17,8.82,76.437,105.2,10.02,7.74,107.362278,10.75,107.4412,103.372,11.18
8/11/17,8.83,76.598,105.23,10.01,7.72,107.60359,10.75,107.49759,103.813,11.2
8/14/17,8.83,76.633,105.23,10.02,7.72,107.301166,10.75,107.46751,103.562,11.21
8/16/17,8.82,76.627,105.25,10.02,7.75,107.00507,10.75,107.47699,103.664,11.23
8/17/17,8.82,76.696,105.27,10.02,7.75,107.025764,10.75,107.43904,103.669,11.21
8/18/17,8.82,76.645,105.27,10.02,7.77,107.1463,10.76,107.52138,103.771,11.21
8/21/17,8.83,76.61,105.29,10.02,7.77,107.027907,10.77,107.54645,103.806,11.2
8/22/17,8.83,76.649,105.31,10.02,7.77,107.087451,10.77,107.60254,103.589,11.18
8/23/17,8.85,76.649,105.31,10.02,7.78,107.034822,10.79,107.73896,103.589,11.16
8/24/17,8.85,76.635,105.35,10.02,7.77,106.95979,10.79,107.85035,103.768,11.19
8/28/17,8.84,76.591,105.34,10.02,7.79,106.954652,10.8,107.86988,103.414,11.2
8/29/17,8.87,76.511,105.32,10.02,7.78,107.197192,10.8,108.04552,103.114,11.19
8/30/17,8.89,76.454,105.28,10.02,7.78,107.199484,10.8,108.08955,103.185,11.2
8/31/17,8.9,76.406,105.26,10.02,7.77,107.466362,10.79,108.2282,103.492,11.21
